what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1484287728976
started,bundle,org.eclipse.wst.server.core,1.1.202.v20100518,"org.eclipse.wst.server.core",1484287730478
started,bundle,org.eclipse.wst.server.ui,1.1.203.v20100601,"org.eclipse.wst.server.ui",1484287730509
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1484287734258
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1484287735380
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287748216
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287749491
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287751891
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287810807
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1484287814175
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287829380
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287829498
